County,Wage,State
Autauga,"48,347",Alabama
Baldwin,"54,659",Alabama
Barbour,"40,428",Alabama
Bibb,"36,892",Alabama
Blount,"42,634",Alabama
Bullock,"33,267",Alabama
Butler,"46,050",Alabama
Calhoun,"42,621",Alabama
Chambers,"39,728",Alabama
Cherokee,"43,719",Alabama
Chilton,"41,748",Alabama
Choctaw,"44,241",Alabama
Clarke,"45,232",Alabama
Clay,"38,705",Alabama
Cleburne,"42,836",Alabama
Coffee,"49,196",Alabama
Colbert,"44,279",Alabama
Conecuh,"41,656",Alabama
Coosa,"38,275",Alabama
Covington,"41,458",Alabama
Crenshaw,"46,038",Alabama
Cullman,"46,061",Alabama
Dale,"43,916",Alabama
Dallas,"41,850",Alabama
DeKalb,"40,026",Alabama
Elmore,"47,381",Alabama
Escambia,"39,363",Alabama
Etowah,"42,558",Alabama
Fayette,"41,672",Alabama
Franklin,"40,810",Alabama
Geneva,"41,569",Alabama
Greene,"40,461",Alabama
Hale,"44,085",Alabama
Henry,"51,184",Alabama
Houston,"50,976",Alabama
Jackson,"43,565",Alabama
Jefferson,"62,371",Alabama
Lamar,"40,114",Alabama
Lauderdale,"44,804",Alabama
Lawrence,"42,996",Alabama
Lee,"45,002",Alabama
Limestone,"50,326",Alabama
Lowndes,"48,852",Alabama
Macon,"38,412",Alabama
Madison,"59,852",Alabama
Marengo,"47,008",Alabama
Marion,"40,939",Alabama
Marshall,"44,416",Alabama
Mobile,"46,418",Alabama
Monroe,"42,872",Alabama
Montgomery,"50,337",Alabama
Morgan,"47,479",Alabama
Perry,"40,414",Alabama
Pickens,"43,039",Alabama
Pike,"44,659",Alabama
Randolph,"41,750",Alabama
Russell,"39,378",Alabama
St. Clair,"47,117",Alabama
Shelby,"64,350",Alabama
Sumter,"38,253",Alabama
Talladega,"40,668",Alabama
Tallapoosa,"48,344",Alabama
Tuscaloosa,"43,439",Alabama
Walker,"47,239",Alabama
Washington,"45,956",Alabama
Wilcox,"39,354",Alabama
Winston,"41,700",Alabama
Aleutians East Borough,"60,174",Alaska
Aleutians West Census Area,"65,812",Alaska
Anchorage Municipality,"72,032",Alaska
Bethel Census Area,"48,189",Alaska
Bristol Bay Borough,"155,155",Alaska
Chugach Census Area2,"70,362",Alaska
Copper River Census Area2,"55,378",Alaska
Denali Borough,"107,916",Alaska
Dillingham Census Area,"61,572",Alaska
Fairbanks North Star Borough,"65,314",Alaska
Haines Borough,"88,152",Alaska
Hoonah-Angoon Census Area,"60,837",Alaska
Juneau City and Borough,"75,996",Alaska
Kenai Peninsula Borough,"59,041",Alaska
Ketchikan Gateway Borough,"72,278",Alaska
Kodiak Island Borough,"69,546",Alaska
Kusilvak Census Area,"36,753",Alaska
Lake and Peninsula Borough,"67,539",Alaska
Matanuska-Susitna Borough,"54,207",Alaska
Nome Census Area,"58,882",Alaska
North Slope Borough,"73,320",Alaska
Northwest Arctic Borough,"52,915",Alaska
Petersburg Borough,"78,295",Alaska
Prince of Wales-Hyder Census Area,"53,266",Alaska
Sitka City and Borough,"75,917",Alaska
Skagway Municipality,"71,409",Alaska
Southeast Fairbanks Census Area,"58,988",Alaska
Valdez-Cordova Census Area2,(NA),Alaska
Wrangell City and Borough,"61,327",Alaska
Yakutat City and Borough,"66,375",Alaska
Yukon-Koyukuk Census Area,"63,452",Alaska
Apache,"45,671",Arizona
Cochise,"49,096",Arizona
Coconino,"56,914",Arizona
Gila,"48,752",Arizona
Graham,"38,785",Arizona
Greenlee,"48,079",Arizona
La Paz,"49,933",Arizona
Maricopa,"59,759",Arizona
Mohave,"41,331",Arizona
Navajo,"41,680",Arizona
Pima,"52,942",Arizona
Pinal,"43,793",Arizona
Santa Cruz,"46,828",Arizona
Yavapai,"49,060",Arizona
Yuma,"44,299",Arizona
Arkansas,"56,733",Arkansas
Ashley,"42,844",Arkansas
Baxter,"43,479",Arkansas
Benton,"91,687",Arkansas
Boone,"42,642",Arkansas
Bradley,"46,734",Arkansas
Calhoun,"45,401",Arkansas
Carroll,"40,689",Arkansas
Chicot,"47,402",Arkansas
Clark,"42,664",Arkansas
Clay,"42,999",Arkansas
Cleburne,"45,289",Arkansas
Cleveland,"49,569",Arkansas
Columbia,"42,785",Arkansas
Conway,"46,412",Arkansas
Craighead,"45,160",Arkansas
Crawford,"40,691",Arkansas
Crittenden,"45,416",Arkansas
Cross,"42,009",Arkansas
Dallas,"46,261",Arkansas
Desha,"48,464",Arkansas
Drew,"45,391",Arkansas
Faulkner,"45,841",Arkansas
Franklin,"40,591",Arkansas
Fulton,"34,900",Arkansas
Garland,"46,897",Arkansas
Grant,"46,161",Arkansas
Greene,"41,633",Arkansas
Hempstead,"41,269",Arkansas
Hot Spring,"37,474",Arkansas
Howard,"42,224",Arkansas
Independence,"42,120",Arkansas
Izard,"34,986",Arkansas
Jackson,"42,871",Arkansas
Jefferson,"42,076",Arkansas
Johnson,"35,577",Arkansas
Lafayette,"47,355",Arkansas
Lawrence,"40,161",Arkansas
Lee,"37,128",Arkansas
Lincoln,"33,387",Arkansas
Little River,"40,794",Arkansas
Logan,"39,622",Arkansas
Lonoke,"46,388",Arkansas
Madison,"40,884",Arkansas
Marion,"36,684",Arkansas
Miller,"40,319",Arkansas
Mississippi,"42,273",Arkansas
Monroe,"41,783",Arkansas
Montgomery,"37,039",Arkansas
Nevada,"39,041",Arkansas
Newton,"38,629",Arkansas
Perry,"43,793",Arkansas
Phillips,"45,497",Arkansas
Pike,"40,806",Arkansas
Poinsett,"41,551",Arkansas
Polk,"38,178",Arkansas
Pope,"40,937",Arkansas
Prairie,"43,835",Arkansas
Pulaski,"58,583",Arkansas
Randolph,"39,491",Arkansas
St. Francis,"36,761",Arkansas
Saline,"49,031",Arkansas
Scott,"38,790",Arkansas
Searcy,"34,335",Arkansas
Sebastian,"48,556",Arkansas
Sevier,"41,322",Arkansas
Sharp,"41,025",Arkansas
Stone,"37,002",Arkansas
Union,"50,787",Arkansas
Van Buren,"38,783",Arkansas
Washington,"47,836",Arkansas
White,"42,743",Arkansas
Woodruff,"49,050",Arkansas
Yell,"41,750",Arkansas
Alameda,"99,746",California
Alpine,"72,734",California
Amador,"49,752",California
Butte,"54,694",California
Calaveras,"57,726",California
Colusa,"54,511",California
Contra Costa,"99,312",California
Del Norte,"43,951",California
El Dorado,"78,525",California
Fresno,"51,422",California
Glenn,"50,626",California
Humboldt,"53,607",California
Imperial,"47,653",California
Inyo,"62,090",California
Kern,"45,961",California
Kings,"43,176",California
Lake,"46,918",California
Lassen,"39,394",California
Los Angeles,"74,141",California
Madera,"45,757",California
Marin,"164,118",California
Mariposa,"61,343",California
Mendocino,"56,047",California
Merced,"46,580",California
Modoc,"54,301",California
Mono,"64,164",California
Monterey,"63,449",California
Napa,"90,608",California
Nevada,"68,973",California
Orange,"81,034",California
Placer,"76,849",California
Plumas,"57,193",California
Riverside,"51,180",California
Sacramento,"61,829",California
San Benito,"68,868",California
San Bernardino,"49,493",California
San Diego,"72,637",California
San Francisco,"160,749",California
San Joaquin,"57,783",California
San Luis Obispo,"66,617",California
San Mateo,"160,485",California
Santa Barbara,"73,995",California
Santa Clara,"138,724",California
Santa Cruz,"85,554",California
Shasta,"54,972",California
Sierra,"47,135",California
Siskiyou,"52,368",California
Solano,"65,448",California
Sonoma,"81,006",California
Stanislaus,"52,356",California
Sutter,"53,017",California
Tehama,"48,042",California
Trinity,"36,906",California
Tulare,"47,986",California
Tuolumne,"52,306",California
Ventura,"73,375",California
Yolo,"64,468",California
Yuba,"48,984",California
Adams,"53,183",Colorado
Alamosa,"44,507",Colorado
Arapahoe,"74,267",Colorado
Archuleta,"52,312",Colorado
Baca,"52,905",Colorado
Bent,"32,716",Colorado
Boulder,"89,593",Colorado
Broomfield,"73,678",Colorado
Chaffee,"60,550",Colorado
Cheyenne,"76,057",Colorado
Clear Creek,"77,242",Colorado
Conejos,"45,961",Colorado
Costilla,"43,239",Colorado
Crowley,"24,314",Colorado
Custer,"51,271",Colorado
Delta,"46,042",Colorado
Denver,"99,133",Colorado
Dolores,"39,481",Colorado
Douglas,"87,841",Colorado
Eagle,"97,255",Colorado
Elbert,"70,961",Colorado
El Paso,"58,627",Colorado
Fremont,"41,017",Colorado
Garfield,"67,123",Colorado
Gilpin,"63,971",Colorado
Grand,"62,267",Colorado
Gunnison,"59,514",Colorado
Hinsdale,"56,524",Colorado
Huerfano,"48,801",Colorado
Jackson,"62,823",Colorado
Jefferson,"74,822",Colorado
Kiowa,"75,006",Colorado
Kit Carson,"52,253",Colorado
Lake,"48,942",Colorado
La Plata,"66,944",Colorado
Larimer,"64,258",Colorado
Lincoln,"37,623",Colorado
Logan,"48,330",Colorado
Mesa,"52,121",Colorado
Mineral,"70,250",Colorado
Moffat,"49,227",Colorado
Montezuma,"50,960",Colorado
Montrose,"50,789",Colorado
Morgan,"52,069",Colorado
Otero,"42,752",Colorado
Ouray,"76,727",Colorado
Park,"57,127",Colorado
Phillips,"50,382",Colorado
Pitkin,"198,939",Colorado
Prowers,"46,073",Colorado
Pueblo,"46,927",Colorado
Rio Blanco,"54,745",Colorado
Rio Grande,"57,350",Colorado
Routt,"98,371",Colorado
Saguache,"43,959",Colorado
San Juan,"58,067",Colorado
San Miguel,"109,613",Colorado
Sedgwick,"51,705",Colorado
Summit,"86,390",Colorado
Teller,"61,966",Colorado
Washington,"48,270",Colorado
Weld,"56,553",Colorado
Yuma,"48,898",Colorado
Fairfield,"127,391",Connecticut
Hartford,"70,168",Connecticut
Litchfield,"74,852",Connecticut
Middlesex,"74,453",Connecticut
New Haven,"64,643",Connecticut
New London,"63,877",Connecticut
Tolland,"63,722",Connecticut
Windham,"55,261",Connecticut
Kent,"50,432",Delaware
New Castle,"63,189",Delaware
Sussex,"59,472",Delaware
Alachua,"52,367",Florida
Baker,"40,735",Florida
Bay,"53,980",Florida
Bradford,"39,748",Florida
Brevard,"55,477",Florida
Broward,"64,453",Florida
Calhoun,"35,792",Florida
Charlotte,"51,677",Florida
Citrus,"45,050",Florida
Clay,"51,885",Florida
Collier,"117,984",Florida
Columbia,"43,184",Florida
DeSoto,"32,873",Florida
Dixie,"33,813",Florida
Duval,"54,354",Florida
Escambia,"51,808",Florida
Flagler,"56,336",Florida
Franklin,"41,878",Florida
Gadsden,"44,832",Florida
Gilchrist,"41,769",Florida
Glades,"33,401",Florida
Gulf,"49,250",Florida
Hamilton,"32,123",Florida
Hardee,"35,636",Florida
Hendry,"39,699",Florida
Hernando,"46,080",Florida
Highlands,"41,568",Florida
Hillsborough,"58,140",Florida
Holmes,"37,381",Florida
Indian River,"95,109",Florida
Jackson,"39,322",Florida
Jefferson,"50,197",Florida
Lafayette,"31,218",Florida
Lake,"49,831",Florida
Lee,"62,885",Florida
Leon,"54,277",Florida
Levy,"43,272",Florida
Liberty,"32,872",Florida
Madison,"39,165",Florida
Manatee,"59,152",Florida
Marion,"45,152",Florida
Martin,"102,273",Florida
Miami-Dade,"64,849",Florida
Monroe,"109,136",Florida
Nassau,"70,010",Florida
Okaloosa,"59,384",Florida
Okeechobee,"39,747",Florida
Orange,"54,979",Florida
Osceola,"43,354",Florida
Palm Beach,"100,627",Florida
Pasco,"50,479",Florida
Pinellas,"65,936",Florida
Polk,"43,556",Florida
Putnam,"40,376",Florida
St. Johns,"80,062",Florida
St. Lucie,"50,038",Florida
Santa Rosa,"53,778",Florida
Sarasota,"78,815",Florida
Seminole,"58,539",Florida
Sumter,"64,282",Florida
Suwannee,"39,039",Florida
Taylor,"35,156",Florida
Union,"25,293",Florida
Volusia,"52,964",Florida
Wakulla,"45,669",Florida
Walton,"78,714",Florida
Washington,"36,331",Florida
Appling,"41,863",Georgia
Atkinson,"35,527",Georgia
Bacon,"39,471",Georgia
Baker,"51,216",Georgia
Baldwin,"40,542",Georgia
Banks,"43,766",Georgia
Bartow,"47,162",Georgia
Ben Hill,"38,640",Georgia
Berrien,"39,945",Georgia
Bibb,"46,781",Georgia
Bleckley,"41,298",Georgia
Brantley,"35,435",Georgia
Brooks,"40,982",Georgia
Bryan,"54,772",Georgia
Bulloch,"37,901",Georgia
Burke,"41,870",Georgia
Butts,"41,657",Georgia
Calhoun,"34,306",Georgia
Camden,"42,945",Georgia
Candler,"40,988",Georgia
Carroll,"47,002",Georgia
Catoosa,"42,448",Georgia
Charlton,"30,916",Georgia
Chatham,"54,586",Georgia
Chattahoochee,"39,690",Georgia
Chattooga,"36,833",Georgia
Cherokee,"60,235",Georgia
Clarke,"40,672",Georgia
Clay,"40,439",Georgia
Clayton,"36,056",Georgia
Clinch,"42,450",Georgia
Cobb,"67,616",Georgia
Coffee,"40,209",Georgia
Colquitt,"40,678",Georgia
Columbia,"58,242",Georgia
Cook,"39,380",Georgia
Coweta,"57,721",Georgia
Crawford,"41,063",Georgia
Crisp,"45,951",Georgia
Dade,"40,579",Georgia
Dawson,"53,996",Georgia
Decatur,"41,331",Georgia
DeKalb,"61,861",Georgia
Dodge,"37,268",Georgia
Dooly,"43,689",Georgia
Dougherty,"44,575",Georgia
Douglas,"44,779",Georgia
Early,"43,650",Georgia
Echols,"36,062",Georgia
Effingham,"48,212",Georgia
Elbert,"41,104",Georgia
Emanuel,"40,614",Georgia
Evans,"39,404",Georgia
Fannin,"46,163",Georgia
Fayette,"73,202",Georgia
Floyd,"44,803",Georgia
Forsyth,"73,337",Georgia
Franklin,"39,616",Georgia
Fulton,"102,074",Georgia
Gilmer,"42,351",Georgia
Glascock,"42,716",Georgia
Glynn,"55,351",Georgia
Gordon,"42,281",Georgia
Grady,"39,020",Georgia
Greene,"67,417",Georgia
Gwinnett,"50,256",Georgia
Habersham,"39,304",Georgia
Hall,"53,920",Georgia
Hancock,"35,778",Georgia
Haralson,"44,003",Georgia
Harris,"56,595",Georgia
Hart,"43,900",Georgia
Heard,"39,769",Georgia
Henry,"46,961",Georgia
Houston,"48,929",Georgia
Irwin,"40,963",Georgia
Jackson,"49,063",Georgia
Jasper,"44,317",Georgia
Jeff Davis,"38,122",Georgia
Jefferson,"43,720",Georgia
Jenkins,"36,886",Georgia
Johnson,"33,265",Georgia
Jones,"44,704",Georgia
Lamar,"41,856",Georgia
Lanier,"36,086",Georgia
Laurens,"43,532",Georgia
Lee,"50,409",Georgia
Liberty,"41,672",Georgia
Lincoln,"46,087",Georgia
Long,"38,480",Georgia
Lowndes,"43,546",Georgia
Lumpkin,"44,843",Georgia
McDuffie,"43,362",Georgia
McIntosh,"47,287",Georgia
Macon,"39,164",Georgia
Madison,"43,445",Georgia
Marion,"39,075",Georgia
Meriwether,"44,305",Georgia
Miller,"50,213",Georgia
Mitchell,"42,397",Georgia
Monroe,"52,718",Georgia
Montgomery,"37,935",Georgia
Morgan,"57,857",Georgia
Murray,"37,264",Georgia
Muscogee,"49,091",Georgia
Newton,"42,056",Georgia
Oconee,"76,403",Georgia
Oglethorpe,"43,517",Georgia
Paulding,"47,381",Georgia
Peach,"43,641",Georgia
Pickens,"55,398",Georgia
Pierce,"41,882",Georgia
Pike,"48,643",Georgia
Polk,"39,578",Georgia
Pulaski,"40,100",Georgia
Putnam,"53,019",Georgia
Quitman,"38,398",Georgia
Rabun,"50,488",Georgia
Randolph,"43,049",Georgia
Richmond,"43,429",Georgia
Rockdale,"43,042",Georgia
Schley,"43,917",Georgia
Screven,"40,137",Georgia
Seminole,"46,274",Georgia
Spalding,"43,098",Georgia
Stephens,"41,822",Georgia
Stewart,"32,844",Georgia
Talbot,"45,385",Georgia
Taliaferro,"41,494",Georgia
Tattnall,"35,616",Georgia
Taylor,"39,030",Georgia
Telfair,"30,573",Georgia
Terrell,"47,258",Georgia
Thomas,"52,349",Georgia
Tift,"44,913",Georgia
Toombs,"42,075",Georgia
Towns,"45,939",Georgia
Treutlen,"38,090",Georgia
Troup,"45,441",Georgia
Turner,"38,250",Georgia
Twiggs,"44,235",Georgia
Union,"44,163",Georgia
Upson,"42,364",Georgia
Walker,"40,744",Georgia
Walton,"49,062",Georgia
Ware,"38,862",Georgia
Warren,"42,377",Georgia
Washington,"42,068",Georgia
Wayne,"37,997",Georgia
Webster,"43,682",Georgia
Wheeler,"24,241",Georgia
White,"46,899",Georgia
Whitfield,"47,545",Georgia
Wilcox,"32,288",Georgia
Wilkes,"48,806",Georgia
Wilkinson,"42,625",Georgia
Worth,"41,431",Georgia
Hawaii,"50,038",Hawaii
Honolulu,"63,912",Hawaii
Kauai,"56,103",Hawaii
Maui,"58,520",Hawaii
Kalawao,"58,520",Hawaii
Ada,"62,610",Idaho
Adams,"44,261",Idaho
Bannock,"45,443",Idaho
Bear Lake,"45,385",Idaho
Benewah,"43,922",Idaho
Bingham,"42,774",Idaho
Blaine,"134,722",Idaho
Boise,"53,198",Idaho
Bonner,"49,868",Idaho
Bonneville,"58,430",Idaho
Boundary,"44,200",Idaho
Butte,"48,844",Idaho
Camas,"62,248",Idaho
Canyon,"41,980",Idaho
Caribou,"47,740",Idaho
Cassia,"47,780",Idaho
Clark,"47,973",Idaho
Clearwater,"41,834",Idaho
Custer,"48,619",Idaho
Elmore,"41,884",Idaho
Franklin,"43,472",Idaho
Fremont (includes Yellowstone National Park),"42,503",Idaho
Gem,"45,441",Idaho
Gooding,"63,847",Idaho
Idaho,"41,484",Idaho
Jefferson,"42,307",Idaho
Jerome,"42,356",Idaho
Kootenai,"54,406",Idaho
Latah,"50,703",Idaho
Lemhi,"50,927",Idaho
Lewis,"62,533",Idaho
Lincoln,"42,718",Idaho
Madison,"25,648",Idaho
Minidoka,"45,273",Idaho
Nez Perce,"50,993",Idaho
Oneida,"44,887",Idaho
Owyhee,"43,713",Idaho
Payette,"45,796",Idaho
Power,"43,031",Idaho
Shoshone,"45,434",Idaho
Teton,"53,564",Idaho
Twin Falls,"45,627",Idaho
Valley,"57,895",Idaho
Washington,"41,119",Idaho
Adams,"55,254",Illinois
Alexander,"51,974",Illinois
Bond,"44,653",Illinois
Boone,"54,496",Illinois
Brown,"44,740",Illinois
Bureau,"51,269",Illinois
Calhoun,"55,240",Illinois
Carroll,"49,976",Illinois
Cass,"48,959",Illinois
Champaign,"54,638",Illinois
Christian,"48,831",Illinois
Clark,"51,307",Illinois
Clay,"49,656",Illinois
Clinton,"56,536",Illinois
Coles,"53,596",Illinois
Cook,"73,557",Illinois
Crawford,"52,318",Illinois
Cumberland,"84,035",Illinois
DeKalb,"51,571",Illinois
De Witt,"57,473",Illinois
Douglas,"60,587",Illinois
DuPage,"85,498",Illinois
Edgar,"54,641",Illinois
Edwards,"51,628",Illinois
Effingham,"61,218",Illinois
Fayette,"44,763",Illinois
Ford,"62,180",Illinois
Franklin,"45,473",Illinois
Fulton,"46,395",Illinois
Gallatin,"53,962",Illinois
Greene,"51,356",Illinois
Grundy,"65,839",Illinois
Hamilton,"53,814",Illinois
Hancock,"55,095",Illinois
Hardin,"46,724",Illinois
Henderson,"54,766",Illinois
Henry,"54,747",Illinois
Jackson,"46,443",Illinois
Jasper,"54,032",Illinois
Jefferson,"48,057",Illinois
Jersey,"50,874",Illinois
Jo Daviess,"56,428",Illinois
Johnson,"40,166",Illinois
Kane,"62,837",Illinois
Kankakee,"53,165",Illinois
Kendall,"58,848",Illinois
Knox,"47,985",Illinois
Lake,"89,025",Illinois
LaSalle,"53,033",Illinois
Lawrence,"40,385",Illinois
Lee,"51,124",Illinois
Livingston,"57,213",Illinois
Logan,"47,074",Illinois
McDonough,"48,261",Illinois
McHenry,"64,119",Illinois
McLean,"58,503",Illinois
Macon,"56,548",Illinois
Macoupin,"49,950",Illinois
Madison,"55,538",Illinois
Marion,"50,107",Illinois
Marshall,"54,239",Illinois
Mason,"53,655",Illinois
Massac,"46,618",Illinois
Menard,"55,848",Illinois
Mercer,"57,676",Illinois
Monroe,"65,224",Illinois
Montgomery,"43,358",Illinois
Morgan,"49,678",Illinois
Moultrie,"76,100",Illinois
Ogle,"53,050",Illinois
Peoria,"57,439",Illinois
Perry,"43,777",Illinois
Piatt,"63,905",Illinois
Pike,"54,377",Illinois
Pope,"39,435",Illinois
Pulaski,"48,561",Illinois
Putnam,"74,073",Illinois
Randolph,"46,251",Illinois
Richland,"49,491",Illinois
Rock Island,"51,429",Illinois
St. Clair,"54,185",Illinois
Saline,"47,402",Illinois
Sangamon,"57,206",Illinois
Schuyler,"51,383",Illinois
Scott,"52,741",Illinois
Shelby,"51,977",Illinois
Stark,"56,551",Illinois
Stephenson,"50,815",Illinois
Tazewell,"54,768",Illinois
Union,"49,595",Illinois
Vermilion,"49,265",Illinois
Wabash,"51,743",Illinois
Warren,"52,506",Illinois
Washington,"58,419",Illinois
Wayne,"48,754",Illinois
White,"55,372",Illinois
Whiteside,"52,341",Illinois
Will,"62,272",Illinois
Williamson,"52,329",Illinois
Winnebago,"50,510",Illinois
Woodford,"60,004",Illinois
Adams,"47,209",Indiana
Allen,"54,681",Indiana
Bartholomew,"61,136",Indiana
Benton,"53,602",Indiana
Blackford,"44,325",Indiana
Boone,"84,985",Indiana
Brown,"55,345",Indiana
Carroll,"51,293",Indiana
Cass,"47,854",Indiana
Clark,"51,887",Indiana
Clay,"44,878",Indiana
Clinton,"45,305",Indiana
Crawford,"41,854",Indiana
Daviess,"53,008",Indiana
Dearborn,"55,782",Indiana
Decatur,"53,393",Indiana
DeKalb,"51,961",Indiana
Delaware,"45,325",Indiana
Dubois,"60,954",Indiana
Elkhart,"55,007",Indiana
Fayette,"47,588",Indiana
Floyd,"62,578",Indiana
Fountain,"48,583",Indiana
Franklin,"54,451",Indiana
Fulton,"49,205",Indiana
Gibson,"53,562",Indiana
Grant,"46,892",Indiana
Greene,"50,131",Indiana
Hamilton,"85,814",Indiana
Hancock,"58,095",Indiana
Harrison,"51,770",Indiana
Hendricks,"59,804",Indiana
Henry,"46,146",Indiana
Howard,"47,031",Indiana
Huntington,"49,571",Indiana
Jackson,"49,451",Indiana
Jasper,"55,018",Indiana
Jay,"49,300",Indiana
Jefferson,"50,734",Indiana
Jennings,"49,519",Indiana
Johnson,"56,808",Indiana
Knox,"53,525",Indiana
Kosciusko,"55,625",Indiana
Lagrange,"49,767",Indiana
Lake,"53,181",Indiana
LaPorte,"49,508",Indiana
Lawrence,"51,160",Indiana
Madison,"45,755",Indiana
Marion,"65,625",Indiana
Marshall,"51,474",Indiana
Martin,"49,082",Indiana
Miami,"40,179",Indiana
Monroe,"52,392",Indiana
Montgomery,"48,866",Indiana
Morgan,"51,539",Indiana
Noble,"48,060",Indiana
Ohio,"51,321",Indiana
Orange,"43,422",Indiana
Owen,"48,681",Indiana
Parke,"48,252",Indiana
Perry,"42,358",Indiana
Pike,"47,977",Indiana
Porter,"61,250",Indiana
Posey,"59,105",Indiana
Pulaski,"54,133",Indiana
Putnam,"45,681",Indiana
Randolph,"49,116",Indiana
Ripley,"49,158",Indiana
Rush,"54,210",Indiana
St. Joseph,"56,122",Indiana
Scott,"44,678",Indiana
Shelby,"52,065",Indiana
Spencer,"52,615",Indiana
Starke,"42,083",Indiana
Steuben,"52,244",Indiana
Sullivan,"43,091",Indiana
Switzerland,"42,481",Indiana
Tippecanoe,"45,950",Indiana
Tipton,"51,881",Indiana
Union,"47,359",Indiana
Vanderburgh,"55,099",Indiana
Vermillion,"45,487",Indiana
Vigo,"45,767",Indiana
Wabash,"51,300",Indiana
Warren,"52,196",Indiana
Warrick,"64,880",Indiana
Washington,"47,858",Indiana
Wayne,"48,785",Indiana
Wells,"49,953",Indiana
White,"51,422",Indiana
Whitley,"53,969",Indiana
Adair,"61,765",Iowa
Adams,"62,223",Iowa
Allamakee,"53,807",Iowa
Appanoose,"46,396",Iowa
Audubon,"62,773",Iowa
Benton,"63,072",Iowa
